,PB110_D1,PB122_E_S47_L005_R1_001,PB149_E,PB205_D1_GTGGCC_L004_R1,PB214_B6_CAACTA_L001_R1,PNIBD01_D_S22_L002_R1_001,PNIBD47_G,PNIBD51_D
hsa-mir-1248_+_5,0,0,0,0,0,0,0,0
hsa-mir-1249,0,0,0,0,0,25.67249553,0,18.59769558
hsa-mir-1249_-_1,0,0,0,0,0,0,0,0
hsa-mir-1251,0,0,0,0,0,0,0,0
hsa-mir-1254-1,0,0,0,0,0,0,0,0
hsa-mir-1254-1_-_1,0,0,0,0,0,0,0,0
hsa-mir-1254-2,0,0,0,0,0,0,0,0
hsa-mir-1254-2_-_1,0,0,0,0,0,0,0,0
hsa-mir-1255a,0,59.45432962,20.65080985,73.82291657,0,45.30440388,0,27.89654337
hsa-mir-1255a_+_1,0,0,0,0,0,0,0,0
hsa-mir-1257,0,0,0,0,0,0,0,0
hsa-mir-125a-3p,0,56.15131131,20.65080985,0,72.23061902,25.67249553,0,37.19539117
hsa-mir-125a-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-125a-3p_-_4,0,0,0,0,0,0,0,0
hsa-mir-125a-3p_+_1,0,0,35.40138832,0,11.4511957,0,0,0
hsa-mir-125a-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-125a-5p,21148.63884,29750.28594,20981.22281,20821.13843,85533.38498,106495.5521,46164.60323,103198.6128
hsa-mir-125a-5p_-_1,0,0,17.70069416,0,15.85550174,43.79425709,0,96.9736984
hsa-mir-125a-5p_+_1,82.93583859,142.0297874,50.15196679,79.97482628,227.2621916,215.9509918,91.0381204,128.8554623
hsa-mir-125a-5p_+_2,64.50565224,181.6660072,61.95242956,101.5065103,241.3559709,379.0468458,177.9381444,142.1395305
hsa-mir-125a-5p_+_3,55.29055906,122.2116776,20.65080985,83.05078114,237.832526,120.8117437,49.65715658,27.89654337
hsa-mir-125a-5p_+_4,0,46.24225637,59.00231387,52.29123257,123.3205691,83.05807379,0,41.18061165
hsa-mir-125a-5p_+_5,0,0,0,0,20.25980777,0,0,0
hsa-mir-125a-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-125a-5p_+_7,0,0,0,0,0,0,0,0
hsa-mir-125b-1-3p,446.9320191,435.9984172,148.9808425,642.8745651,1783.743945,123.8320373,285.5286503,584.499004
hsa-mir-125b-1-3p_-_1,0,0,0,0,29.94928106,0,49.65715658,0
hsa-mir-125b-1-3p_-_3,0,0,0,0,0,0,0,0
hsa-mir-125b-1-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-125b-1-5p,3722.897643,5955.342017,2342.39186,5539.794697,35843.1234,5364.04142,4986.40614,16757.85213
hsa-mir-125b-1-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-125b-1-5p_+_1,0,69.36338456,14.75057847,36.91145828,160.3167398,42.28411029,132.4190842,197.9326173
hsa-mir-125b-1-5p_+_2,0,0,38.35150401,0,101.2990389,31.71308272,0,63.76352771
hsa-mir-125b-1-5p_+_3,0,0,0,0,64.30286815,21.14205515,0,0
hsa-mir-125b-1-5p_+_4,0,0,0,0,48.44736642,0,0,71.73396868
hsa-mir-125b-1-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-125b-2-3p,0,0,0,0,47.56650521,18.12176155,0,0
hsa-mir-125b-2-3p_-_1,0,0,0,0,29.06841985,0,0,0
hsa-mir-125b-2-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-125b-2-3p_+_2,0,95.78753106,35.40138832,67.67100685,1585.550174,182.7277623,157.2476625,329.4448932
hsa-mir-125b-2-3p_+_3,0,0,0,0,28.18755864,0,0,0
hsa-mir-125b-2-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-125b-2-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-125b-2-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-125b-2-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-125b-2-5p,3722.897643,5955.342017,2352.717265,5502.883239,35821.98273,5327.797897,5019.510911,16676.81931
hsa-mir-125b-2-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-125b-2-5p_+_1,0,69.36338456,14.75057847,36.91145828,156.7932949,42.28411029,132.4190842,199.2610241
hsa-mir-125b-2-5p_+_2,0,36.33320144,38.35150401,0,98.65645525,31.71308272,0,63.76352771
hsa-mir-125b-2-5p_+_3,0,0,0,0,66.06459057,21.14205515,0,0
hsa-mir-125b-2-5p_+_4,0,0,0,0,46.685644,0,0,71.73396868
hsa-mir-125b-2-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-126-3p,9500.761065,12620.83297,5910.556792,11983.92012,14875.98407,8177.444901,4783.639417,11594.33479
hsa-mir-126-3p_-_1,566.7282304,743.1791203,295.0115693,855.1154502,793.655948,838.1314719,434.5001201,814.3133852
hsa-mir-126-3p_+_1,2893.539258,4369.893227,1685.991119,4303.260845,5125.731367,3207.551795,1299.362264,3060.64933
hsa-mir-126-3p_+_2,0,0,25.07598339,0,10.57033449,54.36528466,0,19.92610241
hsa-mir-126-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-126-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-126-3p_+_5,0,62.75734794,0,0,17.61722415,0,0,0
hsa-mir-126-3p_+_6,0,0,0,0,14.97464053,0,0,0
hsa-mir-126-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-126-5p,40237.70436,74595.36557,21746.77783,26397.84458,66162.36616,38214.26468,24505.80677,53319.59324
hsa-mir-126-5p_-_1,59.89810565,72.66640287,0,0,37.87703193,25.67249553,0,23.91132289
hsa-mir-126-5p_+_1,138.2263977,406.2712524,171.1067102,119.9622394,364.6765399,129.8726245,161.3857589,235.1280084
hsa-mir-126-5p_+_2,0,0,0,0,22.02153019,0,0,0
hsa-mir-126-5p_+_3,0,161.8478973,0,0,69.5880354,0,0,0
hsa-mir-126-5p_+_4,0,0,0,0,16.73636294,39.2638167,0,19.92610241
hsa-mir-126-5p_+_5,0,0,0,39.98741314,19.37894657,0,0,15.94088193
hsa-mir-126-5p_+_6,0,0,0,0,13.21291811,25.67249553,0,18.59769558
hsa-mir-126-5p_+_7,0,0,0,36.91145828,14.09377932,18.12176155,0,0
hsa-mir-126-5p_+_8,0,0,0,0,0,0,0,0
hsa-mir-1260a,0,0,0,0,0,0,0,0
hsa-mir-1260a_+_1,0,0,0,0,0,0,0,0
hsa-mir-1260b,0,0,0,0,0,0,0,31.88176386
hsa-mir-1262,0,0,33.92633047,0,13.21291811,0,0,0
hsa-mir-1262_-_1,0,0,0,0,0,0,0,17.26928876
hsa-mir-1262_-_2,0,0,112.1043963,0,0,16.61161476,0,0
hsa-mir-1265,0,0,0,0,0,0,0,0
hsa-mir-1266,0,0,0,0,0,46.81455068,0,0
hsa-mir-1268b,0,0,0,0,0,0,0,0
hsa-mir-1269a,0,0,0,0,0,0,0,0
hsa-mir-1269b,0,0,0,0,0,0,0,0
hsa-mir-127-3p,6505.855783,18107.14639,5895.806213,11947.00866,16774.23998,27235.49747,14326.08967,14884.7985
hsa-mir-127-3p_-_1,0,151.9388424,0,83.05078114,61.66028453,67.95660583,148.9714697,74.39078233
hsa-mir-127-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-127-3p_+_1,0,75.96942119,0,33.83550343,61.66028453,96.64939495,0,0
hsa-mir-127-3p_+_2,0,0,0,0,0,27.18264233,0,0
hsa-mir-127-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-127-3p_+_4,0,0,0,0,10.57033449,0,0,0
hsa-mir-127-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-127-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-127-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-127-5p,0,46.24225637,0,43.063368,64.30286815,0,0,25.23972972
hsa-mir-127-5p_-_2,0,0,0,0,0,0,0,0
hsa-mir-127-5p_+_1,0,0,0,0,9.689473283,0,0,0
hsa-mir-127-5p_+_2,0,46.24225637,0,73.82291657,12.33205691,0,0,0
hsa-mir-1270-1,0,0,0,0,0,0,0,0
hsa-mir-1270-1_-_1,0,0,0,0,0,0,0,0
hsa-mir-1270-2,0,0,0,0,0,0,0,0
hsa-mir-1270-2_-_1,0,0,0,0,0,0,0,0
hsa-mir-1271-5p,0,92.48451275,51.62702463,0,47.56650521,181.2176155,148.9714697,285.6074679
hsa-mir-1271-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-1275,562.1206838,366.6350327,387.9402137,704.3936622,114.511957,715.8095814,2437.338769,759.8487053
hsa-mir-1275_-_1,0,0,0,0,0,0,0,0
hsa-mir-1275_-_2,110.5811181,39.63621975,79.65312372,98.43055542,8.808612076,114.7711565,471.7429875,47.82264579
hsa-mir-1276,0,0,0,0,0,0,0,0
hsa-mir-1276_+_5,0,0,0,0,0,0,0,0
hsa-mir-1277-3p,0,0,0,0,0,0,0,0
hsa-mir-1277-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-1278,0,0,0,0,0,0,0,0
hsa-mir-1278_-_1,0,0,0,0,0,0,0,0
hsa-mir-128-1,1640.286585,614.3614061,1616.6634,1673.319442,1504.510943,2570.269847,1522.819468,2534.600227
hsa-mir-128-1_-_1,0,0,0,0,0,19.63190835,0,0
hsa-mir-128-1_+_1,0,0,0,0,0,0,0,0
hsa-mir-128-1_+_2,0,0,0,0,0,0,0,0
hsa-mir-128-2,1437.554536,561.5131131,1427.855996,1482.610241,1249.061192,1896.744376,1291.086071,2121.465703
hsa-mir-128-2_-_1,0,0,0,0,0,0,0,0
hsa-mir-128-2_+_1,0,0,0,0,0,0,0,0
hsa-mir-128-2_+_2,0,0,0,0,0,0,0,0
hsa-mir-128-2_+_3,0,0,0,0,0,0,0,0
hsa-mir-1283-1_+_1,0,0,0,0,0,0,0,0
hsa-mir-1283-2_+_1,0,0,0,0,0,0,0,0
hsa-mir-1284,0,0,0,0,0,0,0,0
hsa-mir-1285-1-3p,0,0,0,0,0,0,0,0
hsa-mir-1285-2-3p,0,0,0,0,0,0,0,0
hsa-mir-1286,0,0,0,0,0,0,0,0
hsa-mir-1287,0,0,48.67690894,0,21.14066898,24.16234874,0,0
hsa-mir-1287_-_1,0,0,0,0,0,0,0,0
hsa-mir-1287_+_7,0,0,0,0,0,0,0,0
hsa-mir-129-1-3p,0,0,0,0,0,0,0,0
hsa-mir-129-1-5p,0,0,0,0,114.511957,0,0,21.25450924
hsa-mir-129-2-3p,0,0,0,0,65.18372936,0,0,0
hsa-mir-129-2-5p,0,0,0,0,114.511957,0,0,21.25450924
hsa-mir-1291,69.11319883,181.6660072,26.55104124,116.8862846,22.02153019,24.16234874,318.6334214,41.18061165
hsa-mir-1291_-_1,50.68301247,432.6953989,159.3062474,61.51909714,51.08995004,89.09866097,442.7763128,58.4499004
hsa-mir-1291_-_2,0,0,0,0,0,0,53.79525296,0
hsa-mir-1291_+_2,0,0,0,0,0,0,0,0
hsa-mir-1291_+_5,0,0,0,0,0,0,0,0
hsa-mir-1292_+_1,0,0,0,0,0,0,0,0
hsa-mir-1292_+_4,0,0,0,0,0,0,0,0
hsa-mir-1293_+_3,0,0,0,0,0,0,0,0
hsa-mir-1294,0,0,0,0,0,48.32469748,0,0
hsa-mir-1294_-_1,0,0,0,0,0,0,0,0
hsa-mir-1294_-_3,0,0,0,0,0,0,0,0
hsa-mir-1294_+_1,0,0,0,0,0,0,0,0
hsa-mir-1295a,0,0,20.65080985,0,0,0,0,0
hsa-mir-1295a_-_1,0,0,0,0,0,0,0,0
hsa-mir-1296,82.93583859,0,95.87876003,0,115.3928182,36.24352311,211.0429155,57.12149358
hsa-mir-1296_-_1,0,0,0,0,0,0,0,0
hsa-mir-1296_+_1,0,0,0,0,0,0,0,0
hsa-mir-1297,0,0,0,0,0,0,0,0
hsa-mir-1297_+_1,0,0,0,0,0,0,0,0
hsa-mir-1299,0,0,0,0,0,24.16234874,0,0
hsa-mir-1301,59.89810565,118.9086592,134.230264,104.5824651,42.28133796,169.1364412,219.3191082,270.9949928
hsa-mir-1301_+_1,0,0,0,0,0,0,0,23.91132289
hsa-mir-1301_+_3,0,0,0,0,0,0,0,38.52379799
hsa-mir-1303,0,0,0,0,0,0,0,0
hsa-mir-1303_-_1,0,0,0,0,0,0,0,0
hsa-mir-1304-3p,0,0,0,0,0,221.991579,0,0
hsa-mir-1304-3p_-_1,0,0,0,0,0,19.63190835,0,0
hsa-mir-1304-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-1304-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-1304-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-1304-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-1304-5p,0,0,0,0,0,0,0,0
hsa-mir-1304-5p_-_3,0,0,0,0,0,27.18264233,0,0
hsa-mir-1305,0,0,0,0,0,0,0,0
hsa-mir-1306-3p,0,0,0,0,0,0,0,0
hsa-mir-1306-5p,0,0,0,0,0,0,0,0
hsa-mir-1306-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-1307-3p,506.8301247,435.9984172,392.3653872,916.6345474,156.7932949,676.5457647,1030.385999,567.2297153
hsa-mir-1307-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-1307-3p_-_8,0,0,0,0,0,0,0,0
hsa-mir-1307-3p_+_1,179.6943169,277.4535382,219.7836192,439.8615445,68.70717419,283.9075977,405.5334454,213.8734992
hsa-mir-1307-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-1307-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-1307-3p_+_5,0,0,0,0,0,22.65220194,0,0
hsa-mir-1307-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-1307-5p,5860.79926,3653.138254,2427.945216,9630.814657,2306.094641,2636.716306,11743.91753,2339.324423
hsa-mir-1307-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-1307-5p_-_4,0,0,0,0,0,0,0,0
hsa-mir-1307-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-1307-5p_+_2,0,0,16.22563631,0,0,0,0,17.26928876
hsa-mir-1307-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-1307-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-1307-5p_+_5,0,59.45432962,0,0,0,0,0,0
hsa-mir-1307-5p_+_6,0,0,0,0,0,0,57.93334934,0
hsa-mir-1307-5p_+_7,0,0,0,0,0,0,0,0
hsa-mir-1307-5p_+_8,0,0,0,0,0,0,0,0
hsa-mir-130a-3p,4206.690035,4039.591396,2386.643596,5868.921867,7493.486293,1436.149603,1282.809878,3030.095973
hsa-mir-130a-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-130a-3p_+_1,0,52.848293,0,55.36718742,18.49808536,0,0,0
hsa-mir-130a-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-130a-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-130a-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-130a-3p_+_5,0,0,0,0,48.44736642,0,0,0
hsa-mir-130a-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-130a-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-130a-5p_-_6,0,0,0,0,0,0,0,0
hsa-mir-130b-3p,1400.694163,1195.692629,901.2603443,1971.687063,183.2191312,637.281948,1440.057541,382.5811663
hsa-mir-130b-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-130b-3p_+_1,96.75847836,0,0,98.43055542,0,0,0,0
hsa-mir-130b-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-130b-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-130b-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-130b-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-130b-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-130b-5p,377.8188203,128.8177142,371.7145774,258.380208,50.20908883,646.3428288,318.6334214,603.0966996
hsa-mir-130b-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-130b-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-130b-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-132-3p,1013.660249,1364.146563,2295.190009,1218.078123,754.8980549,1194.526116,823.4811799,892.689388
hsa-mir-132-3p_+_1,0,46.24225637,67.85266095,79.97482628,29.94928106,16.61161476,0,15.94088193
hsa-mir-132-3p_+_2,0,0,26.55104124,0,0,0,0,18.59769558
hsa-mir-132-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-132-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-132-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-132-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-132-5p,92.15093177,105.696586,98.82887573,98.43055542,113.6310958,64.93631223,95.17621678,41.18061165
hsa-mir-132-5p_-_1,0,0,39.82656186,0,56.37511728,0,107.5905059,29.2249502
hsa-mir-132-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-132-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-132-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-1322,0,0,0,0,0,0,0,0
hsa-mir-1323,0,0,0,0,0,0,0,14.6124751
hsa-mir-133a-1,253.4150624,151.9388424,122.4298013,203.0130206,5049.977303,486.2672684,231.7333974,552.6172402
hsa-mir-133a-1_+_1,188.9094101,75.96942119,23.60092555,92.27864571,2998.451551,211.4205515,53.79525296,290.9210952
hsa-mir-133a-1_+_2,0,0,0,0,57.25597849,21.14205515,0,0
hsa-mir-133a-1_+_4,0,0,0,0,0,0,0,0
hsa-mir-133a-1_+_5,0,0,0,0,0,0,0,0
hsa-mir-133a-2,253.4150624,151.9388424,122.4298013,203.0130206,5049.977303,486.2672684,231.7333974,552.6172402
hsa-mir-133a-2_+_1,188.9094101,75.96942119,23.60092555,92.27864571,2998.451551,211.4205515,53.79525296,290.9210952
hsa-mir-133a-2_+_2,0,0,0,0,57.25597849,21.14205515,0,0
hsa-mir-133a-2_+_4,0,0,0,0,0,0,0,0
hsa-mir-133a-2_+_5,0,0,0,0,0,0,0,0
hsa-mir-133b,0,0,0,0,66.94545177,0,0,0
hsa-mir-133b_+_1,0,0,0,0,12.33205691,0,0,0
hsa-mir-134,55.29055906,217.9992086,48.67690894,98.43055542,220.2153019,212.9306983,0,163.3940398
hsa-mir-134_+_2,0,0,0,0,0,0,0,0
hsa-mir-1343,0,0,0,0,0,0,0,0
hsa-mir-135a-1-3p,0,0,0,0,0,0,0,0
hsa-mir-135a-1-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-135a-1-5p,0,0,0,0,31.71100347,0,0,0
hsa-mir-135a-2-5p,0,0,0,0,31.71100347,0,0,0
hsa-mir-135b-3p,0,0,0,0,0,0,0,0
hsa-mir-135b-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-135b-5p,119.7962113,108.9996043,129.8050905,92.27864571,0,0,0,0
hsa-mir-136-3p,916.9017711,452.5135088,323.0376684,310.6714405,1444.61238,761.1139853,215.1810118,500.8093739
hsa-mir-136-3p_+_1,198.1245033,105.696586,23.60092555,156.8736977,276.5904192,39.2638167,62.07144572,136.8259032
hsa-mir-136-3p_+_2,0,0,0,0,22.9023914,0,0,27.89654337
hsa-mir-136-3p_+_3,0,0,0,0,12.33205691,0,0,0
hsa-mir-136-5p,373.2112737,313.7867397,138.6554376,301.443576,816.5583394,113.2610097,82.76192763,85.01803695
hsa-mir-136-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-136-5p_-_2,0,0,0,0,0,0,0,0
hsa-mir-136-5p_-_3,0,0,36.87644617,0,22.02153019,27.18264233,0,23.91132289
hsa-mir-136-5p_+_1,0,0,0,0,15.85550174,0,0,0
hsa-mir-136-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-136-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-136-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-136-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-136-5p_+_7,0,0,0,0,0,0,0,0
hsa-mir-137,0,0,0,0,62.54114574,0,0,0
hsa-mir-137_+_1,0,0,0,0,0,0,0,0
hsa-mir-138-1-3p,0,0,56.05219817,0,42.28133796,27.18264233,314.495325,34.53857751
hsa-mir-138-1-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-138-1-3p_-_2,0,0,0,0,0,0,49.65715658,0
hsa-mir-138-1-3p_-_3,0,0,0,0,0,0,0,0
hsa-mir-138-1-3p_-_6,0,0,0,0,0,0,0,0
hsa-mir-138-1-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-138-1-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-138-1-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-138-1-5p,363.9961805,132.1207325,85.55335511,221.4687497,291.5650597,42.28411029,608.3001681,116.8998008
hsa-mir-138-1-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-138-1-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-138-1-5p_+_7,0,0,0,0,0,0,0,0
hsa-mir-138-2-5p,363.9961805,112.3026226,85.55335511,184.5572914,251.0454442,15.10146796,558.6430115,107.600953
hsa-mir-138-2-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-138-2-5p_+_7,0,0,0,0,0,0,0,0
hsa-mir-138-2-5p_+_8,0,0,0,0,0,0,0,0
hsa-mir-139-3p,0,0,0,0,0,21.14205515,70.34763849,0
hsa-mir-139-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-139-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-139-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-139-3p_+_2,0,0,0,0,9.689473283,0,0,0
hsa-mir-139-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-139-5p,0,178.3629889,75.22795018,86.12673599,435.1454365,141.9537988,74.48573487,114.2429872
hsa-mir-139-5p_+_2,0,0,0,0,0,16.61161476,0,0
hsa-mir-140-3p,3082.448668,3540.835631,2247.988158,3571.183589,3659.097456,1824.25733,3037.362744,4537.837722
hsa-mir-140-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-140-3p_+_1,2824.426059,2781.141419,2429.420273,2900.62543,4543.482109,1960.170541,3082.881804,2959.690411
hsa-mir-140-3p_+_2,82.93583859,105.696586,48.67690894,79.97482628,136.5334872,80.0377802,49.65715658,61.10671406
hsa-mir-140-3p_+_3,0,0,0,0,22.02153019,16.61161476,0,17.26928876
hsa-mir-140-3p_+_4,46.07546588,0,16.22563631,83.05078114,59.89856211,24.16234874,0,31.88176386
hsa-mir-140-3p_+_5,0,0,0,0,8.808612076,0,0,0
hsa-mir-140-3p_+_6,0,0,0,0,0,0,0,15.94088193
hsa-mir-140-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-140-3p_+_8,0,0,17.70069416,0,11.4511957,18.12176155,0,0
hsa-mir-140-5p,225.7697828,350.1199411,98.82887573,126.1141491,258.973195,270.3162765,227.595301,138.15431
hsa-mir-140-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-141-3p,51867.15195,23534.00548,67011.87797,15853.47133,394.625821,31676.8392,82753.65144,9498.108816
hsa-mir-141-3p_-_1,147.4414908,122.2116776,112.1043963,0,0,259.7452489,99.31431316,103.6157325
hsa-mir-141-3p_-_3,0,0,0,0,0,0,0,0
hsa-mir-141-3p_+_1,0,69.36338456,72.27783449,0,0,27.18264233,49.65715658,0
hsa-mir-141-3p_+_2,0,0,112.1043963,0,0,19.63190835,120.0047951,0
hsa-mir-141-3p_+_3,0,62.75734794,78.17806587,0,0,0,95.17621678,18.59769558
hsa-mir-141-3p_+_4,46.07546588,59.45432962,94.40370219,0,0,34.73337631,128.2809878,0
hsa-mir-141-3p_+_5,78.328292,0,104.7291071,52.29123257,0,30.20293592,128.2809878,0
hsa-mir-141-3p_+_6,0,0,0,0,0,18.12176155,0,0
hsa-mir-141-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-141-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-141-5p,820.1432927,426.0893623,843.7330883,132.2660588,0,453.0440388,306.2191322,131.5122759
hsa-mir-141-5p_-_2,0,0,0,0,0,0,0,0
hsa-mir-141-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-141-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-141-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-142-3p,7639.312244,5047.011981,2048.855349,6339.54296,1880.638678,443.9831581,6149.211223,2656.813655
hsa-mir-142-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-142-3p_-_5,0,0,0,0,0,0,0,0
hsa-mir-142-3p_+_1,2506.505344,3111.44325,774.4053695,4007.969179,672.0971014,190.2784963,3889.810599,746.564637
hsa-mir-142-3p_+_2,359.3886339,168.4539339,120.9547434,387.570312,62.54114574,19.63190835,202.7667227,144.7963442
hsa-mir-142-3p_+_3,5013.010688,3388.896789,2367.467844,6573.315529,1190.924353,561.7746082,5582.292019,3623.893825
hsa-mir-142-3p_+_4,0,0,0,0,0,0,157.2476625,0
hsa-mir-142-3p_+_5,0,39.63621975,0,0,0,16.61161476,66.20954211,0
hsa-mir-142-3p_+_6,0,0,0,0,0,0,0,26.56813655
hsa-mir-142-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-142-5p,89621.38869,41905.39333,22724.74119,85456.17783,22825.75647,4515.33892,63801.17001,42083.92829
hsa-mir-142-5p_-_1,442.3244725,462.4225637,79.65312372,529.0642354,104.8224837,131.3827713,384.8429635,534.0195446
hsa-mir-142-5p_-_2,116004.2005,65888.6093,41764.78787,120128.341,30489.24898,16466.64067,90785.69652,122472.4674
hsa-mir-142-5p_-_3,0,52.848293,35.40138832,0,0,16.61161476,57.93334934,23.91132289
hsa-mir-142-5p_+_1,3294.395811,1555.721625,843.7330883,3306.651471,914.3339335,235.5829002,2578.034046,1685.748264
hsa-mir-142-5p_+_2,0,0,0,123.0381943,19.37894657,0,82.76192763,0
hsa-mir-142-5p_+_3,0,0,0,39.98741314,0,0,0,0
hsa-mir-142-5p_+_4,0,0,20.65080985,55.36718742,0,0,0,0
hsa-mir-142-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-143-3p,868513.3168,1430154.081,713823.2687,875721.2718,7769398.449,2196632.347,520891.1582,1689376.143
hsa-mir-143-3p_-_1,6828.384044,10094.02396,5201.053967,5518.263013,68878.06126,17164.32849,4096.715418,13475.35886
hsa-mir-143-3p_-_2,64.50565224,85.87847612,32.45127263,79.97482628,855.3162325,151.0146796,0,148.7815647
hsa-mir-143-3p_-_3,0,0,0,0,102.1799001,19.63190835,49.65715658,0
hsa-mir-143-3p_-_4,0,0,0,0,36.99617072,0,0,0
hsa-mir-143-3p_-_5,0,0,0,0,16.73636294,0,0,0
hsa-mir-143-3p_-_6,0,0,0,0,15.85550174,0,0,0
hsa-mir-143-3p_-_7,0,0,0,0,12.33205691,0,0,0
hsa-mir-143-3p_+_1,838.5734791,1552.418607,575.2725602,661.3302942,8393.726447,1567.532374,417.9477345,1138.444651
hsa-mir-143-3p_+_2,308.7056214,505.3618018,194.7076358,439.8615445,2954.40849,303.539506,186.2143372,401.1788619
hsa-mir-143-3p_+_3,516.0452179,819.1485415,467.5933374,338.3550343,4864.996449,1017.838941,384.8429635,762.5055189
hsa-mir-143-3p_+_4,276.4527953,254.3324101,63.42748741,144.5698783,1749.390358,218.9712854,115.8666987,96.9736984
hsa-mir-143-3p_+_5,59.89810565,59.45432962,19.17575201,0,485.3545254,33.22322952,0,74.39078233
hsa-mir-143-3p_+_6,0,0,0,30.75954857,293.3267821,0,0,0
hsa-mir-143-3p_+_7,0,0,0,0,0,0,0,0
