,PB119_E1_ACAGTG_L004_R1,PB217_G1_CAACTA_L002_R1,PB220_G1_CTTGTA_L005_R1,PNIBD01_E,PNIBD46_A_S22_L006_R1_001,PNIBD51_E,PNIBD52_E_S58_L007_R1_001
hsa-mir-194-2-5p_+_3,0,0,11.84347837,0,0,0,0
hsa-mir-194-2-5p_+_4,0,44.84579617,13.62000012,22.80775613,0,0,0
hsa-mir-194-2-5p_+_5,16.47524669,0,7.698260937,0,0,0,0
hsa-mir-194-2-5p_+_6,0,0,0,0,0,0,0
hsa-mir-194-2-5p_+_8,0,0,0,0,0,0,0
hsa-mir-195-3p,181.2277136,224.2289808,242.7913065,393.4337932,202.350529,663.181879,345.7474912
hsa-mir-195-3p_-_3,0,0,0,0,0,0,0
hsa-mir-195-3p_+_1,0,0,0,0,0,0,0
hsa-mir-195-3p_+_2,0,0,0,0,0,0,0
hsa-mir-195-5p,2848.719929,3628.77234,3824.259164,1922.503777,2794.364448,1157.582776,1293.63949
hsa-mir-195-5p_-_1,0,0,0,0,0,0,0
hsa-mir-195-5p_+_1,0,0,0,0,0,0,0
hsa-mir-195-5p_+_2,0,0,0,0,0,0,0
hsa-mir-195-5p_+_3,0,0,0,0,0,0,0
hsa-mir-195-5p_+_6,0,0,0,0,0,0,0
hsa-mir-195-5p_+_8,0,0,0,0,0,0,0
hsa-mir-196a-1-5p,837.242082,1364.059633,964.0591389,857.1915011,1043.871777,519.0811346,563.2964745
hsa-mir-196a-1-5p_-_1,0,0,0,0,0,0,0
hsa-mir-196a-1-5p_+_1,402.8946692,112.1144904,395.5721774,51.31745128,741.9519397,333.5812813,299.129852
hsa-mir-196a-1-5p_+_2,0,0,0,0,0,0,0
hsa-mir-196a-1-5p_+_4,0,0,0,0,0,0,0
hsa-mir-196a-1-5p_+_5,0,0,0,0,0,0,0
hsa-mir-196a-1-5p_+_8,0,0,0,0,0,0,0
hsa-mir-196a-2-3p,0,0,0,0,0,0,0
hsa-mir-196a-2-3p_-_1,0,0,0,0,0,0,0
hsa-mir-196a-2-5p,2203.189808,4320.145031,2663.598284,4185.223249,2787.940622,2251.474614,1351.911539
hsa-mir-196a-2-5p_-_1,0,0,0,0,0,0,0
hsa-mir-196a-2-5p_+_1,104.842479,112.1144904,158.1104362,54.1684208,228.0458343,178.3346229,202.0097702
hsa-mir-196a-2-5p_+_2,0,0,0,0,0,0,0
hsa-mir-196a-2-5p_+_3,0,0,0,0,0,0,0
hsa-mir-196a-2-5p_+_4,0,0,9.474782692,0,0,0,0
hsa-mir-196a-2-5p_+_6,0,0,0,0,0,0,0
hsa-mir-196a-2-5p_+_7,0,0,0,0,0,0,0
hsa-mir-196b-3p,23.96399519,0,12.43565228,0,0,0,0
hsa-mir-196b-3p_-_6,0,0,0,0,0,0,0
hsa-mir-196b-3p_-_7,0,0,0,0,0,0,0
hsa-mir-196b-3p_+_1,0,0,0,0,0,0,0
hsa-mir-196b-5p,6459.794454,11985.03903,8057.710506,5519.476983,9590.772692,3370.842828,12314.82637
hsa-mir-196b-5p_-_1,0,0,0,0,0,0,0
hsa-mir-196b-5p_+_1,0,0,8.290434856,0,0,19.90341774,0
hsa-mir-196b-5p_+_2,0,0,0,0,0,0,120.4289014
hsa-mir-196b-5p_+_3,0,0,0,0,0,0,0
hsa-mir-196b-5p_+_4,0,0,0,20.90710978,0,0,116.5440982
hsa-mir-196b-5p_+_5,0,0,0,0,0,0,0
hsa-mir-196b-5p_+_6,0,0,0,0,0,0,0
hsa-mir-196b-5p_+_8,0,0,0,0,0,0,0
hsa-mir-197-3p,269.5949459,186.857484,264.7017415,437.1486591,170.2313974,416.379499,225.3185898
hsa-mir-197-3p_-_1,0,0,0,0,0,0,0
hsa-mir-197-3p_-_2,0,0,0,0,0,0,0
hsa-mir-197-3p_+_1,0,0,0,0,0,0,0
hsa-mir-197-3p_+_2,0,0,0,0,0,0,0
hsa-mir-197-3p_+_8,0,0,0,0,0,0,0
hsa-mir-197-5p,0,0,7.106087019,15.20517075,0,0,0
hsa-mir-1976,0,0,0,31.36066467,0,0,0
hsa-mir-1976_-_1,0,0,0,0,0,0,0
hsa-mir-1976_+_1,0,0,0,14.25484758,0,26.27251141,0
hsa-mir-1976_+_2,0,0,0,0,0,22.29182786,0
hsa-mir-199a-1-3p,9933.076007,11502.94672,13679.21751,7023.838564,7008.394513,6092.834237,3422.511683
hsa-mir-199a-1-3p_-_1,2405.386017,2701.959219,3041.997418,2080.257423,2200.160514,1743.539394,835.2327036
hsa-mir-199a-1-3p_-_2,0,0,10.65913053,0,0,0,0
hsa-mir-199a-1-3p_-_4,0,0,13.0278262,0,0,0,0
hsa-mir-199a-1-3p_+_1,846.2285802,1031.453312,1258.369576,629.1139398,847.9450739,620.9866334,427.32836
hsa-mir-199a-1-3p_+_2,29.95499399,52.32009553,49.15043522,12.35420123,0,0,0
hsa-mir-199a-1-3p_+_3,0,0,0,0,0,0,0
hsa-mir-199a-1-3p_+_4,0,0,0,0,0,0,0
hsa-mir-199a-1-3p_+_7,0,0,0,0,0,0,0
hsa-mir-199a-1-5p,2170.239315,2892.553853,2660.045241,1613.648746,2241.915385,2089.062726,2214.337865
hsa-mir-199a-1-5p_+_1,20.96849579,52.32009553,24.27913065,12.35420123,0,0,0
hsa-mir-199a-1-5p_+_2,22.46624549,0,20.13391322,0,0,11.94205064,0
hsa-mir-199a-1-5p_+_3,0,0,18.94956538,19.00646344,0,23.88410128,0
hsa-mir-199a-1-5p_+_4,0,0,0,0,0,0,0
hsa-mir-199a-1-5p_+_5,0,0,10.65913053,0,0,11.14591393,0
hsa-mir-199a-1-5p_+_6,0,0,0,0,0,0,0
hsa-mir-199a-2-3p,10160.73396,11723.43855,13966.42186,7172.088978,7181.837823,6095.222648,3461.359716
hsa-mir-199a-2-3p_-_1,2403.888268,2705.696369,3049.103505,2082.15807,2200.160514,1743.539394,835.2327036
hsa-mir-199a-2-3p_-_2,0,0,10.65913053,0,0,0,0
hsa-mir-199a-2-3p_-_7,0,0,0,0,0,0,0
hsa-mir-199a-2-3p_+_1,870.1925754,1083.773407,1343.642621,747.9043363,873.6403792,633.7248207,450.6371796
hsa-mir-199a-2-3p_+_2,34.44824309,52.32009553,49.74260913,12.35420123,0,0,0
hsa-mir-199a-2-3p_+_3,0,0,0,0,0,0,0
hsa-mir-199a-2-3p_+_4,0,0,0,0,0,0,0
hsa-mir-199a-2-3p_+_7,0,0,0,0,0,0,0
hsa-mir-199a-2-5p,2170.239315,2892.553853,2660.045241,1613.648746,2241.915385,2089.062726,2214.337865
hsa-mir-199a-2-5p_+_1,20.96849579,52.32009553,24.27913065,12.35420123,0,0,0
hsa-mir-199a-2-5p_+_2,22.46624549,0,20.13391322,0,0,11.94205064,0
hsa-mir-199a-2-5p_+_3,0,0,18.94956538,19.00646344,0,23.88410128,0
hsa-mir-199a-2-5p_+_4,0,0,0,0,0,0,0
hsa-mir-199a-2-5p_+_5,0,0,10.65913053,0,0,11.14591393,0
hsa-mir-199a-2-5p_+_6,0,0,0,0,0,0,0
hsa-mir-199b-3p,9933.076007,11502.94672,13679.21751,7023.838564,7008.394513,6092.834237,3422.511683
hsa-mir-199b-3p_-_1,2405.386017,2701.959219,3041.997418,2080.257423,2200.160514,1743.539394,835.2327036
hsa-mir-199b-3p_-_2,0,0,10.65913053,0,0,0,0
hsa-mir-199b-3p_+_1,846.2285802,1031.453312,1258.369576,629.1139398,847.9450739,620.9866334,427.32836
hsa-mir-199b-3p_+_2,29.95499399,52.32009553,49.15043522,12.35420123,0,0,0
hsa-mir-199b-3p_+_3,0,0,0,0,0,0,0
hsa-mir-199b-3p_+_4,0,0,0,0,0,0,0
hsa-mir-199b-3p_+_7,0,0,0,0,0,0,0
hsa-mir-199b-5p,3127.301373,2571.15898,4086.000036,1956.715411,3044.893675,2107.37387,4782.192828
hsa-mir-199b-5p_+_1,19.47074609,0,14.21217404,33.26131102,0,35.82615193,0
hsa-mir-199b-5p_+_2,0,0,11.84347837,18.05614027,0,0,0
hsa-mir-199b-5p_+_3,0,0,7.698260937,11.40387806,0,0,0
hsa-mir-199b-5p_+_4,0,0,0,0,0,0,0
hsa-mir-199b-5p_+_5,0,0,0,0,0,0,0
hsa-mir-199b-5p_+_8,0,0,0,0,0,0,0
hsa-mir-19a-3p,982.5238029,1569.602866,778.1165286,700.3881777,1599.532753,433.8945066,1270.33067
hsa-mir-19a-3p_-_1,47.92799039,74.74299361,52.70347872,0,80.29782897,0,0
hsa-mir-19a-3p_+_1,0,0,0,18.05614027,0,0,0
hsa-mir-19a-3p_+_2,0,0,0,0,0,0,0
hsa-mir-19a-3p_+_3,0,0,0,0,0,0,0
hsa-mir-19a-3p_+_4,0,0,0,0,0,0,0
hsa-mir-19a-3p_+_5,0,0,0,0,0,0,0
hsa-mir-19a-3p_+_6,0,0,0,0,0,0,0
hsa-mir-19a-3p_+_7,0,0,0,0,0,0,0
hsa-mir-19a-5p,0,0,0,0,0,0,0
hsa-mir-19a-5p_-_1,0,0,0,0,0,0,0
hsa-mir-19b-1-3p,1899.146619,2649.639123,2257.366976,1490.106734,3635.885696,991.98634,2004.558489
hsa-mir-19b-1-3p_-_1,0,0,0,0,0,0,0
hsa-mir-19b-1-3p_+_1,0,0,0,0,0,0,0
hsa-mir-19b-1-3p_+_2,0,0,9.474782692,0,0,20.69955445,0
hsa-mir-19b-1-3p_+_3,0,0,0,0,0,0,0
hsa-mir-19b-1-3p_+_4,0,0,11.84347837,20.90710978,0,12.73818735,0
hsa-mir-19b-1-3p_+_5,0,0,9.474782692,17.10581709,0,0,0
hsa-mir-19b-1-3p_+_6,20.96849579,0,23.09478281,0,0,0,0
hsa-mir-19b-1-3p_+_7,0,0,8.882608774,0,0,0,0
hsa-mir-19b-1-3p_+_8,0,0,0,0,0,0,0
hsa-mir-19b-1-5p,0,0,8.882608774,0,0,0,0
hsa-mir-19b-2-3p,1915.621866,2679.536321,2283.422629,1509.113197,3642.309522,991.98634,2035.636915
hsa-mir-19b-2-3p_-_1,0,0,0,0,0,0,0
hsa-mir-19b-2-3p_+_1,0,0,0,0,0,0,0
hsa-mir-19b-2-3p_+_2,0,0,9.474782692,0,0,20.69955445,0
hsa-mir-19b-2-3p_+_3,0,0,0,0,0,0,0
hsa-mir-19b-2-3p_+_4,0,0,11.84347837,20.90710978,0,12.73818735,0
hsa-mir-19b-2-3p_+_5,0,0,9.474782692,17.10581709,0,0,0
hsa-mir-19b-2-3p_+_6,20.96849579,0,23.09478281,0,0,0,0
hsa-mir-19b-2-3p_+_7,0,0,8.882608774,0,0,0,0
hsa-mir-19b-2-3p_+_8,0,0,0,0,0,0,0
hsa-mir-200a-3p,11550.64568,14395.50057,8359.719204,6527.769868,9638.95139,6765.569757,7695.795283
hsa-mir-200a-3p_-_1,0,0,11.25130445,0,0,0,0
hsa-mir-200a-3p_-_2,0,0,0,0,0,0,0
hsa-mir-200a-3p_-_3,0,0,0,0,0,0,0
hsa-mir-200a-3p_+_1,44.93249099,44.84579617,43.82086995,20.90710978,41.75487107,50.9527494,0
hsa-mir-200a-3p_+_2,0,0,0,29.46001833,0,0,0
hsa-mir-200a-3p_+_3,0,0,0,0,0,0,0
hsa-mir-200a-3p_+_4,17.97299639,0,0,0,0,0,0
hsa-mir-200a-3p_+_5,0,0,10.06695661,0,0,0,0
hsa-mir-200a-3p_+_6,0,0,0,0,0,0,0
hsa-mir-200a-3p_+_8,0,0,0,0,0,0,0
hsa-mir-200a-5p,990.0125514,597.9439489,643.1008752,420.9931652,864.0046397,289.7937622,151.5073276
hsa-mir-200a-5p_-_1,0,0,0,0,0,0,0
hsa-mir-200a-5p_+_1,29.95499399,0,23.09478281,0,0,31.04933167,128.198508
hsa-mir-200a-5p_+_2,0,0,0,0,0,17.51500761,0
hsa-mir-200a-5p_+_3,0,0,0,0,0,0,0
hsa-mir-200b-3p,54781.69301,82191.13292,46936.88911,35618.11248,66358.12586,37599.14838,73780.18375
hsa-mir-200b-3p_-_1,0,0,7.106087019,14.25484758,0,31.84546838,0
hsa-mir-200b-3p_-_2,0,0,0,0,0,0,0
hsa-mir-200b-3p_-_7,0,0,0,0,0,0,0
hsa-mir-200b-3p_+_1,5538.678389,9021.479329,6133.737445,3528.549937,4381.049549,3975.11059,14094.06627
hsa-mir-200b-3p_+_2,603.5931289,1233.259395,526.4426133,434.2976896,468.9393212,440.2636003,1169.325785
hsa-mir-200b-3p_+_3,58.41223828,127.0630891,66.32347884,0,73.87400265,85.18662791,163.1617374
hsa-mir-200b-3p_+_4,55.41673888,104.6401911,23.09478281,19.95678661,77.08591581,27.06864812,0
hsa-mir-200b-3p_+_5,47.92799039,134.5373885,34.34608726,17.10581709,64.23826318,0,93.23527854
hsa-mir-200b-3p_+_6,118.3222263,134.5373885,37.89913077,0,77.08591581,0,46.61763927
hsa-mir-200b-3p_+_7,0,0,9.474782692,0,0,0,0
hsa-mir-200b-3p_+_8,19.47074609,37.3714968,14.21217404,0,0,0,42.732836
hsa-mir-200b-5p,551.1718894,594.2067992,543.023483,211.9220673,706.6208949,320.0469572,132.0833113
hsa-mir-200b-5p_-_1,0,0,0,0,0,0,0
hsa-mir-200b-5p_+_1,23.96399519,52.32009553,34.93826118,27.55937199,86.72165529,105.0900456,42.732836
hsa-mir-200b-5p_+_2,0,0,0,0,0,0,0
hsa-mir-200b-5p_+_4,0,0,0,0,0,0,0
hsa-mir-200b-5p_+_7,0,0,0,0,0,0,0
hsa-mir-200b-5p_+_8,0,0,0,0,0,0,0
hsa-mir-200c-3p,3292.05384,5071.312116,4525.985257,1701.078478,2113.438859,1745.927804,1600.538948
hsa-mir-200c-3p_-_1,29.95499399,0,14.21217404,22.80775613,0,0,42.732836
hsa-mir-200c-3p_+_1,19.47074609,0,0,0,0,0,0
hsa-mir-200c-3p_+_2,0,0,0,0,0,0,0
hsa-mir-200c-3p_+_3,0,0,0,0,0,0,0
hsa-mir-200c-3p_+_4,0,0,0,0,0,0,0
hsa-mir-200c-3p_+_5,0,0,6.513913101,0,0,0,0
hsa-mir-200c-3p_+_6,0,0,0,0,0,0,0
hsa-mir-200c-5p,29.95499399,0,39.67565252,0,0,0,0
hsa-mir-202-3p,0,0,0,0,0,0,0
hsa-mir-202-3p_-_1,0,0,0,0,0,0,0
hsa-mir-202-5p,0,0,0,0,0,0,0
hsa-mir-202-5p_-_1,0,0,0,0,0,0,0
hsa-mir-203,1950.070109,3815.629824,2424.952195,1240.171739,1499.963445,1297.702836,2389.154012
hsa-mir-203_-_1,0,0,0,0,0,0,0
hsa-mir-203_-_2,0,0,10.65913053,0,0,0,0
hsa-mir-203_+_1,2123.809074,3288.691719,2360.997412,1740.041728,1666.982929,1385.277874,2762.095127
hsa-mir-203_+_2,0,41.10864648,7.106087019,0,0,0,0
hsa-mir-203_+_3,0,0,0,0,0,0,0
hsa-mir-203_+_4,0,0,0,0,0,0,0
hsa-mir-203_+_5,0,0,0,0,0,0,0
hsa-mir-203_+_6,0,0,0,0,0,0,0
hsa-mir-203_+_7,0,0,0,11.40387806,0,0,0
hsa-mir-204-5p,215.6759567,71.00584393,270.6234806,286.0472747,215.1981816,532.6154586,303.0146552
hsa-mir-204-5p_+_1,0,0,0,0,0,0,0
hsa-mir-204-5p_+_3,0,0,0,0,0,0,0
hsa-mir-205-5p,41.93699159,0,44.41304387,0,0,0,0
hsa-mir-208a_+_6,0,0,0,0,0,0,0
hsa-mir-208a_+_8,0,0,0,0,0,0,0
hsa-mir-208b,0,0,0,0,0,0,0
hsa-mir-20a-3p,0,0,16.58086971,15.20517075,0,0,0
hsa-mir-20a-3p_-_1,0,0,0,0,0,0,0
hsa-mir-20a-3p_+_1,0,0,0,0,0,0,0
hsa-mir-20a-5p,1174.235764,1132.356353,1330.02262,444.7512445,1140.229171,138.5277874,396.2499338
hsa-mir-20a-5p_-_1,0,0,0,0,0,0,0
hsa-mir-20a-5p_+_1,0,0,0,0,0,0,0
hsa-mir-20a-5p_+_2,0,0,0,0,0,0,0
hsa-mir-20a-5p_+_5,0,0,0,0,0,0,0
hsa-mir-20a-5p_+_6,0,0,0,0,0,14.33046077,0
hsa-mir-20a-5p_+_7,0,0,0,10.45355489,0,0,0
hsa-mir-20a-5p_+_8,0,0,0,0,0,0,0
hsa-mir-20b-5p,0,0,8.290434856,26.60904881,0,0,0
hsa-mir-21-3p,12314.49803,5545.930126,6878.100061,3199.73812,6905.613292,2914.656493,3146.690651
hsa-mir-21-3p_-_1,0,0,14.80434796,0,0,0,0
hsa-mir-21-3p_-_2,0,0,9.474782692,0,0,0,0
hsa-mir-21-3p_-_3,0,0,11.84347837,0,0,0,0
hsa-mir-21-3p_-_4,37.44374249,0,22.50260889,0,0,0,0
hsa-mir-21-3p_-_5,0,0,0,0,0,0,0
hsa-mir-21-3p_-_6,0,0,0,0,0,0,0
hsa-mir-21-3p_-_7,0,0,0,0,0,0,0
hsa-mir-21-3p_-_8,0,0,6.513913101,0,0,0,0
hsa-mir-21-3p_+_1,143.7839712,63.53154457,75.79826154,14.25484758,77.08591581,0,108.7744916
hsa-mir-21-3p_+_2,61.40773768,0,36.12260901,17.10581709,0,0,155.3921309
hsa-mir-21-3p_+_3,0,0,0,0,0,0,0
hsa-mir-21-3p_+_4,0,0,0,0,0,0,0
hsa-mir-21-3p_+_5,0,0,0,0,0,0,0
hsa-mir-21-3p_+_6,0,0,8.882608774,0,0,0,0
hsa-mir-21-3p_+_7,0,0,20.13391322,0,0,0,0
hsa-mir-21-5p,347116.9726,243976.0797,252211.6092,120914.3688,232256.6524,88407.0009,166075.3399
hsa-mir-21-5p_-_1,286.0701926,269.074777,130.8704359,149.200738,269.8007053,95.53640513,209.7793767
hsa-mir-21-5p_-_2,0,0,0,0,0,0,0
hsa-mir-21-5p_-_3,0,0,0,0,0,0,0
hsa-mir-21-5p_+_1,647.0278702,747.4299361,474.9234824,171.0581709,523.5418449,144.1007444,598.2597039
hsa-mir-21-5p_+_2,452.3204093,448.4579617,382.5443512,115.939427,337.2508817,0,271.9362291
hsa-mir-21-5p_+_3,268.0971962,392.4007164,222.6573933,45.61551225,179.8671369,68.46775701,345.7474912
hsa-mir-21-5p_+_4,750.3725995,530.6752546,604.6095705,100.7342562,443.2440159,30.25319496,248.6274094
hsa-mir-21-5p_+_5,299.5499399,160.6974363,122.5800011,44.66518908,99.56930792,28.66092154,143.7377211
hsa-mir-21-5p_+_6,89.86498197,93.42874201,42.63652211,0,0,0,58.27204909
hsa-mir-21-5p_+_7,25.46174489,48.58294585,23.68695673,0,0,0,0
hsa-mir-21-5p_+_8,23.96399519,0,8.290434856,0,0,8.757503804,0
hsa-mir-210,691.9603612,1464.962675,326.287829,658.5739581,825.4616818,392.4953978,1666.580604
hsa-mir-210_-_1,68.89648618,82.21729297,34.34608726,97.88328671,41.75487107,72.44844056,85.46567199
hsa-mir-210_-_2,0,0,0,0,0,0,0
hsa-mir-210_+_1,0,0,0,22.80775613,0,0,0
hsa-mir-210_+_2,0,0,0,0,0,0,0
hsa-mir-210_+_3,0,0,0,0,0,0,0
hsa-mir-210_+_4,0,0,0,0,0,0,0
hsa-mir-210_+_5,0,0,0,0,0,0,0
hsa-mir-211-5p,0,0,0,0,0,0,0
hsa-mir-2110,20.96849579,0,13.62000012,0,41.75487107,76.42912411,260.2818192
hsa-mir-2114-3p,0,0,0,0,0,0,0
hsa-mir-2114-5p,0,0,0,0,0,0,0
hsa-mir-2115-3p,0,0,0,0,0,0,0
hsa-mir-2116-3p,0,0,0,0,0,0,0
hsa-mir-2116-3p_-_1,0,0,29.01652199,0,0,0,0
hsa-mir-2116-3p_-_2,0,0,0,0,0,0,0
hsa-mir-2116-3p_-_4,0,0,0,0,0,0,0
hsa-mir-2116-3p_+_1,0,0,0,0,0,0,0
hsa-mir-2116-5p,0,0,7.698260937,0,0,0,0
hsa-mir-212-3p,197.7029603,52.32009553,53.88782656,81.72779279,131.6884395,0,46.61763927
hsa-mir-212-3p_-_1,0,0,0,0,0,0,0
hsa-mir-212-5p,20.96849579,0,0,43.71486591,51.39061054,0,101.0048851
hsa-mir-212-5p_+_1,28.45724429,0,7.698260937,0,0,0,69.9264589
hsa-mir-214-3p,344.4824309,355.0292196,270.0313067,267.0408113,192.7147895,144.8968811,46.61763927
hsa-mir-214-3p_-_1,230.6534537,160.6974363,151.5965231,152.0517075,218.4100948,184.7037166,0
hsa-mir-214-3p_-_2,0,0,0,0,0,0,0
hsa-mir-214-3p_-_3,0,0,0,0,0,0,0
hsa-mir-214-3p_-_4,0,0,0,0,0,0,0
hsa-mir-214-3p_+_1,0,0,0,0,0,0,0
hsa-mir-214-3p_+_2,0,0,0,0,0,0,0
hsa-mir-214-3p_+_3,0,0,0,0,0,0,0
hsa-mir-214-3p_+_4,0,0,0,0,0,0,0
hsa-mir-214-3p_+_7,0,0,0,0,0,0,0
hsa-mir-214-3p_+_8,0,0,0,0,0,0,0
hsa-mir-214-5p,223.1647052,287.7605254,351.7513074,103.5852257,115.6288737,172.761666,613.798917
hsa-mir-214-5p_-_1,0,0,0,0,0,0,0
hsa-mir-214-5p_-_2,0,0,0,0,0,0,0
hsa-mir-214-5p_-_7,0,0,0,0,0,0,0
hsa-mir-214-5p_+_1,0,0,11.25130445,0,0,0,0
hsa-mir-214-5p_+_2,0,0,0,0,0,0,0
hsa-mir-215,39094.26266,95857.8893,40962.44645,1122006.656,92766.47585,999005.0812,102049.8972
hsa-mir-215_-_1,73.38973528,175.646035,50.33478305,10075.32627,578.1443686,9079.939171,924.5831788
hsa-mir-215_-_2,0,0,0,0,0,0,0
hsa-mir-215_+_1,3709.926006,9354.08565,7890.717461,25644.47079,5338.19967,20502.90868,2649.435832
hsa-mir-215_+_2,0,52.32009553,10.06695661,141.5981526,0,212.5685014,0
hsa-mir-215_+_3,0,56.05724521,18.35739147,129.2439514,0,201.4225875,85.46567199
hsa-mir-215_+_4,0,59.79439489,11.25130445,243.282732,0,232.4719192,0
hsa-mir-215_+_5,0,67.26869425,7.106087019,265.140165,32.11913159,347.911742,0
hsa-mir-215_+_6,0,0,0,25.65872564,0,22.29182786,0
hsa-mir-216a,0,0,0,0,0,0,0
hsa-mir-217,0,0,0,0,0,0,0
hsa-mir-217_-_1,0,0,0,0,0,0,0
hsa-mir-218-1-3p_-_1,0,0,0,0,0,0,0
hsa-mir-218-1-3p_-_3,0,0,0,0,0,0,0
hsa-mir-218-1-3p_-_4,0,0,43.22869603,67.47294521,0,73.24457727,0
hsa-mir-218-1-3p_-_5,0,0,0,0,0,0,0
hsa-mir-218-1-5p,70.39423588,41.10864648,129.6860881,55.11874397,112.4169606,89.16731146,256.397016
hsa-mir-218-1-5p_+_1,0,0,0,0,0,0,0
hsa-mir-218-2-3p,0,0,0,0,0,0,0
hsa-mir-218-2-5p,70.39423588,0,129.6860881,55.11874397,99.56930792,60.50638992,256.397016
hsa-mir-218-2-5p_+_1,0,0,0,0,0,0,0
hsa-mir-219-1-3p,20.96849579,0,14.80434796,0,0,53.34115953,198.1249669
hsa-mir-219-1-3p_-_2,0,0,0,0,0,0,0
hsa-mir-219-1-3p_-_4,0,0,0,0,0,0,0
hsa-mir-219-1-3p_+_3,0,0,0,0,0,0,0
hsa-mir-219-1-3p_+_5,0,0,0,0,0,0,0
hsa-mir-219-1-5p,0,0,16.58086971,0,0,31.84546838,58.27204909
hsa-mir-219-2-5p,0,0,0,0,0,0,0
hsa-mir-22-3p,142101.9982,187679.657,103707.4183,166395.8855,93290.0177,162596.5924,471642.3109
hsa-mir-22-3p_-_1,29.95499399,78.48014329,33.75391334,201.4685124,64.23826318,226.8989622,435.0979665
hsa-mir-22-3p_-_2,0,0,0,0,0,0,0
hsa-mir-22-3p_+_1,518.221396,1005.293264,365.9634815,573.9951958,366.1581001,462.5554282,1619.962965
hsa-mir-22-3p_+_2,58.41223828,127.0630891,32.5695655,12.35420123,57.81443686,23.08796457,163.1617374
hsa-mir-22-3p_+_3,23.96399519,56.05724521,24.27913065,0,0,0,198.1249669
hsa-mir-22-3p_+_4,44.93249099,52.32009553,14.21217404,13.30452441,0,0,120.4289014
hsa-mir-22-3p_+_5,0,0,9.474782692,0,0,0,0
hsa-mir-22-3p_+_6,0,0,0,0,0,0,0
hsa-mir-22-3p_+_8,0,0,6.513913101,0,0,0,0
hsa-mir-22-5p,67.39873648,44.84579617,49.15043522,300.3021223,163.8075711,232.4719192,155.3921309
hsa-mir-22-5p_+_4,0,0,0,0,0,0,0
hsa-mir-221-3p,5370.930423,4910.61468,6009.380922,4580.557689,7425.943223,2988.697207,13324.87522
hsa-mir-221-3p_-_1,23.96399519,0,20.13391322,47.5161586,57.81443686,0,58.27204909
hsa-mir-221-3p_+_1,0,0,0,0,0,0,46.61763927
hsa-mir-221-3p_+_2,0,0,0,0,0,0,46.61763927
hsa-mir-221-3p_+_3,17.97299639,0,23.68695673,0,0,0,0
hsa-mir-221-3p_+_4,0,0,0,0,0,0,0
hsa-mir-221-3p_+_5,0,0,0,0,0,0,0
hsa-mir-221-3p_+_7,0,0,0,0,0,17.51500761,0
hsa-mir-221-5p,133.2997233,194.3317834,137.976523,114.9891038,154.1718316,109.8668659,244.7426062
hsa-mir-221-5p_-_1,0,0,0,0,0,14.33046077,0
hsa-mir-221-5p_+_2,0,0,0,0,0,0,0
hsa-mir-221-5p_+_3,0,0,0,15.20517075,0,0,0
hsa-mir-221-5p_+_6,0,0,0,21.85743295,0,0,0
hsa-mir-221-5p_+_8,0,0,0,0,0,0,0
hsa-mir-222-3p,4675.974562,6383.051654,5943.649618,20922.31495,7156.142518,21397.76634,13010.20616
hsa-mir-222-3p_-_1,0,0,0,0,0,56.52570637,0
hsa-mir-222-3p_-_2,0,0,0,0,0,0,0
hsa-mir-222-3p_+_1,0,0,8.882608774,28.50969516,0,56.52570637,66.04165563
hsa-mir-222-3p_+_2,34.44824309,0,29.01652199,32.31098785,35.33104475,81.20594436,81.58086872
hsa-mir-222-3p_+_3,44.93249099,0,24.27913065,31.36066467,35.33104475,15.92273419,0
hsa-mir-222-3p_+_4,16.47524669,0,7.106087019,0,0,0,0
hsa-mir-222-3p_+_5,0,0,7.698260937,0,0,0,0
hsa-mir-222-3p_+_6,0,41.10864648,8.290434856,16.15549392,0,0,0
hsa-mir-222-3p_+_7,0,0,0,0,0,0,0
hsa-mir-222-3p_+_8,0,0,0,0,0,0,0
hsa-mir-222-5p,0,0,8.882608774,0,0,0,0
hsa-mir-222-5p_-_1,0,0,0,0,0,0,0
hsa-mir-222-5p_-_2,0,0,0,0,0,0,0
hsa-mir-222-5p_+_1,0,0,0,0,0,0,0
hsa-mir-222-5p_+_2,0,0,0,0,0,0,0
hsa-mir-222-5p_+_3,0,0,0,0,0,0,0
hsa-mir-222-5p_+_5,0,0,0,0,0,0,0
hsa-mir-223-3p,2204.687558,885.7044743,1231.72175,822.0295437,1063.143256,581.1797979,691.4949825
hsa-mir-223-3p_-_1,47.92799039,0,6.513913101,0,0,31.04933167,0
hsa-mir-223-3p_+_1,56.91448858,0,24.87130457,0,0,25.4763747,0
hsa-mir-223-3p_+_2,0,0,0,0,0,0,0
hsa-mir-223-3p_+_3,0,0,0,0,0,0,0
hsa-mir-223-3p_+_4,0,0,0,0,0,0,0
hsa-mir-223-5p,65.90098678,0,39.0834786,82.67811596,61.02635002,57.32184308,0
hsa-mir-223-5p_+_1,0,0,0,0,0,0,0
hsa-mir-223-5p_+_2,0,0,0,0,0,0,0
hsa-mir-223-5p_+_4,0,0,0,0,0,0,0
hsa-mir-223-5p_+_6,0,0,0,0,0,0,0
hsa-mir-223-5p_+_8,0,0,0,0,0,0,0
hsa-mir-224-3p,0,0,0,0,0,0,0
hsa-mir-224-3p_-_1,0,0,0,0,0,0,0
